Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Profit Margin %,Order Year,Order Month,Order Quarter,Order Weekday,Factory,Factory Latitude,Factory Longitude,Customer Latitude,Customer Longitude,Distance to Lot's O' Nuts (KM),Distance to Wicked Choccy's (KM),Distance to Sugar Shack (KM),Distance to Secret Factory (KM),Distance to The Other Factory (KM),Nearest Factory,Nearest Factory Distance KM,Reallocation Needed
9985,US-2024-122595-CHO-SCR-58000,2025-12-14,2030-06-12,Standard Class,122595,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2025,12,4,Sunday,Lot's O' Nuts,32.881893,-111.768036,41.8196,-87.6126,2344.38,1227.85,970.98,248.88,772.92,Secret Factory,248.88,True
9986,CA-2024-151799-CHO-MIL-31000,2025-12-14,2030-06-10,Standard Class,151799,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2025,12,4,Sunday,Wicked Choccy's,32.076176,-81.088371,43.7334,-79.3329,3051.7,1305.25,1387.86,953.2,1321.76,Secret Factory,953.2,True
9987,CA-2024-151799-CHO-SCR-58000,2025-12-14,2030-06-10,Standard Class,151799,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,50.4,14,35.0,15.4,69.44444444444444,2025,12,4,Sunday,Lot's O' Nuts,32.881893,-111.768036,43.7334,-79.3329,3051.7,1305.25,1387.86,953.2,1321.76,Secret Factory,953.2,True
9988,CA-2024-151799-CHO-MIL-31000,2025-12-14,2030-06-10,Standard Class,151799,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,12,4,Sunday,Wicked Choccy's,32.076176,-81.088371,43.7334,-79.3329,3051.7,1305.25,1387.86,953.2,1321.76,Secret Factory,953.2,True
9989,CA-2024-151799-CHO-MIL-31000,2025-12-14,2030-06-10,Standard Class,151799,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,12,4,Sunday,Wicked Choccy's,32.076176,-81.088371,43.7334,-79.3329,3051.7,1305.25,1387.86,953.2,1321.76,Secret Factory,953.2,True
9990,CA-2024-151799-CHO-MIL-31000,2025-12-14,2030-06-10,Standard Class,151799,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2025,12,4,Sunday,Wicked Choccy's,32.076176,-81.088371,43.7334,-79.3329,3051.7,1305.25,1387.86,953.2,1321.76,Secret Factory,953.2,True
9991,US-2024-119564-CHO-SCR-58000,2025-12-15,2030-06-12,Standard Class,119564,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2025,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,47.6849,-122.2968,1868.7,3861.93,1938.02,2587.57,3006.57,Lot's O' Nuts,1868.7,False
9992,US-2024-154116-CHO-SCR-58000,2025-12-15,2030-06-11,Standard Class,154116,United States,Inglewood,California,90301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2025,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,33.955,-118.3556,622.81,3462.02,2421.35,2569.73,2594.42,Lot's O' Nuts,622.81,False
9993,US-2024-136063-CHO-FUD-51000,2025-12-15,2030-06-11,Standard Class,136063,United States,Oak Park,Illinois,60302,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2025,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,41.8925,-87.7895,2332.82,1242.26,955.26,235.84,776.82,Secret Factory,235.84,True
9994,US-2024-154116-CHO-NUT-13000,2025-12-15,2030-06-11,Standard Class,154116,United States,Inglewood,California,90301,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2025,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,33.955,-118.3556,622.81,3462.02,2421.35,2569.73,2594.42,Lot's O' Nuts,622.81,False
9995,US-2024-154116-CHO-FUD-51000,2025-12-15,2030-06-11,Standard Class,154116,United States,Inglewood,California,90301,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2025,12,4,Monday,Lot's O' Nuts,32.881893,-111.768036,33.955,-118.3556,622.81,3462.02,2421.35,2569.73,2594.42,Lot's O' Nuts,622.81,False
9996,CA-2024-135480-CHO-MIL-31000,2025-12-15,2030-06-14,Standard Class,135480,Canada,Quebec City,Quebec,G1B,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,12,4,Monday,Wicked Choccy's,32.076176,-81.088371,46.9263,-71.2258,3741.92,1851.96,1870.33,1652.66,2039.35,Secret Factory,1652.66,True
9997,CA-2024-135480-CHO-MIL-31000,2025-12-15,2030-06-14,Standard Class,135480,Canada,Quebec City,Quebec,G1B,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2025,12,4,Monday,Wicked Choccy's,32.076176,-81.088371,46.9263,-71.2258,3741.92,1851.96,1870.33,1652.66,2039.35,Secret Factory,1652.66,True
9998,US-2024-137428-CHO-SCR-58000,2025-12-16,2030-06-13,Second Class,137428,United States,Oceanside,California,92054,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2025,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,33.2072,-117.3573,522.16,3381.23,2422.0,2527.19,2520.76,Lot's O' Nuts,522.16,False
9999,US-2024-137428-CHO-MIL-31000,2025-12-16,2030-06-13,Second Class,137428,United States,Oceanside,California,92054,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,33.2072,-117.3573,522.16,3381.23,2422.0,2527.19,2520.76,Lot's O' Nuts,522.16,True
10000,US-2024-137428-CHO-MIL-31000,2025-12-16,2030-06-13,Second Class,137428,United States,Oceanside,California,92054,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,33.2072,-117.3573,522.16,3381.23,2422.0,2527.19,2520.76,Lot's O' Nuts,522.16,True
10001,US-2024-137463-OTH-LIC-15000,2025-12-16,2030-06-12,Second Class,137463,United States,Sunnyvale,California,94086,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,100.0,5,50.0,50.0,50.0,2025,12,4,Tuesday,Secret Factory,41.446333,-90.565487,37.3764,-122.0238,1057.25,3757.58,2407.96,2724.79,2871.52,Lot's O' Nuts,1057.25,True
10002,US-2024-104381-CHO-FUD-51000,2025-12-16,2030-06-15,Standard Class,104381,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2025,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,43.174,-77.5637,3180.21,1272.13,1543.36,1085.09,1392.82,Secret Factory,1085.09,True
10003,US-2024-137428-CHO-TRI-54000,2025-12-16,2030-06-13,Second Class,137428,United States,Oceanside,California,92054,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2025,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,33.2072,-117.3573,522.16,3381.23,2422.0,2527.19,2520.76,Lot's O' Nuts,522.16,True
10004,US-2024-137463-CHO-SCR-58000,2025-12-16,2030-06-12,Second Class,137463,United States,Sunnyvale,California,94086,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2025,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,37.3764,-122.0238,1057.25,3757.58,2407.96,2724.79,2871.52,Lot's O' Nuts,1057.25,False
10005,US-2024-111808-CHO-FUD-51000,2025-12-16,2030-06-12,Standard Class,111808,United States,Tulsa,Oklahoma,74133,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2025,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,36.0467,-95.8841,1496.23,1430.93,1342.62,756.78,544.53,The Other Factory,544.53,True
10006,US-2024-137463-CHO-MIL-31000,2025-12-16,2030-06-12,Second Class,137463,United States,Sunnyvale,California,94086,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,37.3764,-122.0238,1057.25,3757.58,2407.96,2724.79,2871.52,Lot's O' Nuts,1057.25,True
10007,US-2024-161578-CHO-MIL-31000,2025-12-16,2030-06-13,Second Class,161578,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,34.0699,-118.3492,624.41,3459.88,2411.58,2563.41,2591.44,Lot's O' Nuts,624.41,True
10008,US-2024-161578-CHO-FUD-51000,2025-12-16,2030-06-13,Second Class,161578,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2025,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,34.0699,-118.3492,624.41,3459.88,2411.58,2563.41,2591.44,Lot's O' Nuts,624.41,False
10009,US-2024-137463-CHO-SCR-58000,2025-12-16,2030-06-12,Second Class,137463,United States,Sunnyvale,California,94086,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2025,12,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,37.3764,-122.0238,1057.25,3757.58,2407.96,2724.79,2871.52,Lot's O' Nuts,1057.25,False
10010,US-2024-137463-OTH-KAZ-38000,2025-12-16,2030-06-12,Second Class,137463,United States,Sunnyvale,California,94086,Other,Pacific,OTH-KAZ-38000,Kazookles,16.25,5,1.25,15.0,7.6923076923076925,2025,12,4,Tuesday,The Other Factory,35.1175,-89.971107,37.3764,-122.0238,1057.25,3757.58,2407.96,2724.79,2871.52,Lot's O' Nuts,1057.25,True
10011,US-2024-116855-CHO-NUT-13000,2025-12-17,2030-06-13,Standard Class,116855,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,36.7352,-76.2384,3253.26,682.69,2058.7,1340.73,1248.43,Wicked Choccy's,682.69,True
10012,US-2024-103443-CHO-FUD-51000,2025-12-17,2030-06-15,Standard Class,103443,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
10013,US-2024-116701-CHO-NUT-13000,2025-12-17,2030-06-13,Second Class,116701,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,32.8681,-96.8622,1390.86,1480.98,1696.8,1104.32,682.57,The Other Factory,682.57,True
10014,US-2024-106964-CHO-SCR-58000,2025-12-17,2030-06-12,First Class,106964,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,33.9631,-118.3941,626.46,3465.43,2423.1,2572.48,2597.73,Lot's O' Nuts,626.46,False
10015,US-2024-133431-CHO-MIL-31000,2025-12-17,2030-06-13,Standard Class,133431,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2025,12,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,37.7593,-122.4836,1112.18,3795.6,2414.27,2749.22,2908.58,Lot's O' Nuts,1112.18,True
10016,US-2024-103443-CHO-NUT-13000,2025-12-17,2030-06-15,Standard Class,103443,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
10017,US-2024-107342-CHO-FUD-51000,2025-12-17,2030-06-14,Standard Class,107342,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,39.2055,-85.9317,2417.46,905.17,1286.91,465.07,578.44,Secret Factory,465.07,True
10018,US-2024-133431-CHO-TRI-54000,2025-12-17,2030-06-13,Standard Class,133431,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2025,12,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,37.7593,-122.4836,1112.18,3795.6,2414.27,2749.22,2908.58,Lot's O' Nuts,1112.18,True
10019,US-2024-155362-CHO-NUT-13000,2025-12-17,2030-06-13,Standard Class,155362,United States,Eau Claire,Wisconsin,54703,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,44.8346,-91.5159,2189.94,1681.16,510.7,384.56,1088.42,Secret Factory,384.56,True
10020,US-2024-120936-CHO-SCR-58000,2025-12-17,2030-06-13,Standard Class,120936,United States,Anaheim,California,92804,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,33.8186,-117.9729,585.57,3428.85,2408.68,2545.29,2562.66,Lot's O' Nuts,585.57,False
10021,US-2024-103443-CHO-MIL-31000,2025-12-17,2030-06-15,Standard Class,103443,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,12,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,False
10022,US-2024-130309-CHO-TRI-54000,2025-12-17,2030-06-13,Standard Class,130309,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2025,12,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,38.859,-77.0997,3173.79,836.01,1844.0,1178.7,1215.22,Wicked Choccy's,836.01,False
10023,US-2024-120936-CHO-NUT-13000,2025-12-17,2030-06-13,Standard Class,120936,United States,Anaheim,California,92804,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.34670487106017,2025,12,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,33.8186,-117.9729,585.57,3428.85,2408.68,2545.29,2562.66,Lot's O' Nuts,585.57,False
10024,US-2024-140585-CHO-FUD-51000,2025-12-18,2030-06-15,Second Class,140585,United States,Encinitas,California,92024,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,33.0535,-117.2689,513.47,3375.48,2429.7,2528.34,2516.49,Lot's O' Nuts,513.47,False
10025,US-2024-115602-CHO-MIL-31000,2025-12-18,2030-06-16,Standard Class,115602,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,64.92307692307692,2025,12,4,Thursday,Wicked Choccy's,32.076176,-81.088371,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,False
10026,US-2024-105886-CHO-MIL-31000,2025-12-18,2030-06-15,Standard Class,105886,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,12,4,Thursday,Wicked Choccy's,32.076176,-81.088371,40.6362,-73.6375,3475.44,1161.37,1965.81,1420.29,1556.28,Wicked Choccy's,1161.37,False
10027,US-2024-143252-CHO-NUT-13000,2025-12-18,2030-06-16,Standard Class,143252,United States,Milwaukee,Wisconsin,53209,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,43.1188,-87.9478,2365.41,1367.33,847.19,284.51,906.58,Secret Factory,284.51,True
10028,US-2024-115602-CHO-FUD-51000,2025-12-18,2030-06-16,Standard Class,115602,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,46.8,13,31.2,15.6,66.66666666666667,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
10029,US-2024-156664-CHO-SCR-58000,2025-12-18,2030-06-15,Standard Class,156664,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
10030,US-2024-115602-CHO-FUD-51000,2025-12-18,2030-06-16,Standard Class,115602,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
10031,US-2024-108287-CHO-SCR-58000,2025-12-18,2030-06-12,First Class,108287,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,69.44444444444444,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,35.22,-80.7881,2854.45,350.68,1914.23,1097.22,834.49,Wicked Choccy's,350.68,True
10032,US-2024-115602-CHO-NUT-13000,2025-12-18,2030-06-16,Standard Class,115602,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,71.34670487106017,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
10033,US-2024-158736-CHO-SCR-58000,2025-12-18,2030-06-16,Standard Class,158736,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,37.7509,-122.4153,1106.37,3789.66,2410.03,2743.83,2902.66,Lot's O' Nuts,1106.37,False
10034,US-2024-164000-CHO-MIL-31000,2025-12-18,2030-06-14,Standard Class,164000,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92307692307692,2025,12,4,Thursday,Wicked Choccy's,32.076176,-81.088371,39.9925,-75.1133,3347.91,1030.65,1901.93,1310.46,1415.21,Wicked Choccy's,1030.65,False
10035,US-2024-102099-CHO-SCR-58000,2025-12-18,2030-06-11,First Class,102099,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,34.0116,-118.3411,622.54,3459.92,2415.82,2565.68,2591.92,Lot's O' Nuts,622.54,False
10036,US-2024-140585-CHO-FUD-51000,2025-12-18,2030-06-15,Second Class,140585,United States,Encinitas,California,92024,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,33.0535,-117.2689,513.47,3375.48,2429.7,2528.34,2516.49,Lot's O' Nuts,513.47,False
10037,US-2024-156664-CHO-NUT-13000,2025-12-18,2030-06-15,Standard Class,156664,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
10038,US-2024-156664-CHO-FUD-51000,2025-12-18,2030-06-15,Standard Class,156664,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
10039,US-2024-102099-CHO-SCR-58000,2025-12-18,2030-06-11,First Class,102099,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,34.0116,-118.3411,622.54,3459.92,2415.82,2565.68,2591.92,Lot's O' Nuts,622.54,False
10040,US-2024-156664-CHO-SCR-58000,2025-12-18,2030-06-15,Standard Class,156664,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
10041,US-2024-102099-CHO-NUT-13000,2025-12-18,2030-06-11,First Class,102099,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,34.0116,-118.3411,622.54,3459.92,2415.82,2565.68,2591.92,Lot's O' Nuts,622.54,False
10042,US-2024-143252-CHO-TRI-54000,2025-12-18,2030-06-16,Standard Class,143252,United States,Milwaukee,Wisconsin,53209,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2025,12,4,Thursday,Wicked Choccy's,32.076176,-81.088371,43.1188,-87.9478,2365.41,1367.33,847.19,284.51,906.58,Secret Factory,284.51,True
10043,US-2024-140585-CHO-FUD-51000,2025-12-18,2030-06-15,Second Class,140585,United States,Encinitas,California,92024,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,12,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,33.0535,-117.2689,513.47,3375.48,2429.7,2528.34,2516.49,Lot's O' Nuts,513.47,False
10044,US-2024-116946-CHO-MIL-31000,2025-12-19,2030-06-15,Standard Class,116946,United States,Parker,Colorado,80134,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92307692307692,2025,12,4,Friday,Wicked Choccy's,32.076176,-81.088371,39.4895,-104.8447,961.57,2287.49,1183.33,1225.89,1400.4,Lot's O' Nuts,961.57,True
10045,US-2024-116946-CHO-SCR-58000,2025-12-19,2030-06-15,Standard Class,116946,United States,Parker,Colorado,80134,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2025,12,4,Friday,Lot's O' Nuts,32.881893,-111.768036,39.4895,-104.8447,961.57,2287.49,1183.33,1225.89,1400.4,Lot's O' Nuts,961.57,False
10046,US-2024-128160-CHO-FUD-51000,2025-12-19,2030-06-16,Second Class,128160,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,12,4,Friday,Lot's O' Nuts,32.881893,-111.768036,37.7509,-122.4153,1106.37,3789.66,2410.03,2743.83,2902.66,Lot's O' Nuts,1106.37,False
10047,US-2024-116946-CHO-SCR-58000,2025-12-19,2030-06-15,Standard Class,116946,United States,Parker,Colorado,80134,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2025,12,4,Friday,Lot's O' Nuts,32.881893,-111.768036,39.4895,-104.8447,961.57,2287.49,1183.33,1225.89,1400.4,Lot's O' Nuts,961.57,False
10048,US-2024-158729-CHO-NUT-13000,2025-12-19,2030-06-13,First Class,158729,United States,Lafayette,Louisiana,70506,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,12,4,Friday,Lot's O' Nuts,32.881893,-111.768036,30.2077,-92.0656,1887.74,1064.65,2022.25,1256.92,580.04,The Other Factory,580.04,True
10049,US-2024-102197-CHO-NUT-13000,2025-12-20,2030-06-18,Standard Class,102197,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2025,12,4,Saturday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
10050,US-2024-105480-CHO-MIL-31000,2025-12-20,2030-06-18,Standard Class,105480,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2025,12,4,Saturday,Wicked Choccy's,32.076176,-81.088371,43.174,-77.5637,3180.21,1272.13,1543.36,1085.09,1392.82,Secret Factory,1085.09,True
